filename	year	token	sentence	context
199012.xml	1990	Erzähler	Die Darstellung von Parties als ein für die Zwanziger Jahre neuer Ort gesellschaftlicher Zusammenkunft nimmt einen großen Raum des Gesamttextes ein : die Atmosphäre in Shepheard’s Hotel ( Kap. 3 ) , Archie Schwerts Party ( Kap. 4 ) , der Auftritt der Evangelistin Melrose-Ape bei Lady Metroland ( Kap. 6 ) , die Luftschiff-Party und der dazu in Kontrast stehende Empfang in Anchorage House ( Kap. 8) , das Autorennen ( Kap. 10 ) sowie der Besuch an Agatha Runcibles Krankenbett ( Kap. 12 ) spielen beständig die Mentalität der Zwanziger Jahre in den fiktiven Entwurf eines Zwischenkriegs-Eng-land hinein , die der Erzähler zum Anlaß nimmt für einen Kommentar , der die Party als eine die modellierte Gesellschaft völlig vereinnahmende Sozialform sinnfällig an den Titel des Romans bindet : ‘ Oh , Nina , what a lot of parties . ' ( ...	Satirisches Erzählen leiht sich hierbei einen Fremdimpuls , den es braucht , um die angestrebte Inszenierung von Aggressivität zu leisten , den es aber zugleich im Verlauf des Textes zunehmend abschwächen muß , um nicht seinerseits den ihm eigenen Impuls des aggressiven Treffens realweltlicher Referenzen zu unterhöhlen . V. Bereits die Gestaltung der anderweitigen Handlung weist Vile Bodies als Zwischenkriegstext aus ; auf ihr operieren jedoch zudem für die Zwischenkriegszeit typische Paradigmen . Masked parties , Savage parties , Victorian parties , Greek parties , Wild West parties , Russian parties , Circus parties , parties where one had to dress as somebody eise , almost naked parties in St John’s Wood , parties in flats and Studios and houses and ships and hotels and night clubs , in windmills and swimming-baths , tea-parties at school where one ate muffins and meringues and tinned crab , parties at Oxford where one drank brown sherry and smoked Turkish cigarettes , dull dances in London and comic dances in Scotland and disgusting dances in Paris - all that succession and repetition of massed humanity Those vile bodies .. . ) • ( S. 123 ) Aufgerufen ist damit ein Passus aus dem Brief des Apostel Paulus an die Philip-per ( 3 , 17 - 21 ) , in dem die Menschheit in zwei Gruppen eingeteilt wird : diejenigen , die sich in sinnloser Bewegung im Diesseits der Körperlichkeit und dem Laster verschrieben haben , und diejenigen , die dem Apostel auf dem rechten Weg folgen . In Vile Bodies steht dem Menschen nur noch einer der zwei von Paulus angesprochenen Handlungsräume offen ; das der westlich-christlichen Kultur eignende Handlungsmodell ist auf ein semantisches Feld reduziert : es gibt keine Hoffnung auf Erlösung mehr , die Menschen haben nicht nur , sie sind “ vile bodies . ”
199012.xml	1990	Erzählers	Statt Ermahnungen bleibt ihnen nur ein resignativer Seufzer des Erzählers .	Masked parties , Savage parties , Victorian parties , Greek parties , Wild West parties , Russian parties , Circus parties , parties where one had to dress as somebody eise , almost naked parties in St John’s Wood , parties in flats and Studios and houses and ships and hotels and night clubs , in windmills and swimming-baths , tea-parties at school where one ate muffins and meringues and tinned crab , parties at Oxford where one drank brown sherry and smoked Turkish cigarettes , dull dances in London and comic dances in Scotland and disgusting dances in Paris - all that succession and repetition of massed humanity Those vile bodies .. . ) • ( S. 123 ) Aufgerufen ist damit ein Passus aus dem Brief des Apostel Paulus an die Philip-per ( 3 , 17 - 21 ) , in dem die Menschheit in zwei Gruppen eingeteilt wird : diejenigen , die sich in sinnloser Bewegung im Diesseits der Körperlichkeit und dem Laster verschrieben haben , und diejenigen , die dem Apostel auf dem rechten Weg folgen . In Vile Bodies steht dem Menschen nur noch einer der zwei von Paulus angesprochenen Handlungsräume offen ; das der westlich-christlichen Kultur eignende Handlungsmodell ist auf ein semantisches Feld reduziert : es gibt keine Hoffnung auf Erlösung mehr , die Menschen haben nicht nur , sie sind “ vile bodies . ” Eine solche Sujetgestaltung , in der ereignishaftes Handeln aus skeptischer Sicht verunmöglicht wird , ist typisch für das Erzählen in der Zeit zwischen den Weltkriegen ; sie ist aber gerade auch notwendig für modernes satirisches Erzählen , in der die gesamte Menschheit als Überschreiter aller bisherigen Grenzen insofern bestraft wird , als ihr der Rückweg versperrt ist . Es gibt keine normative Instanz , die die Grenzüberschreitung rückgängig zu machen vermag ; dem einzig verbleibenden , negativen Handlungsraum steht als nicht mehr mögliches Positivum der Nicht-Raum der Utopie gegenüber .
199012.xml	1990	Erzählers	Waugh nutzt in Vile Bodies die Hereinnahme des journalistischen Diskurses zu einer doppelten Beleuchtung der von ihm modellierten Wirklichkeit ; dem Wort des Erzählers steht das Wort des Journalisten gegenüber .	Waugh war selbst fasziniert von der weihevollen Autorität , mit der dieser Diskurs vor allen Dingen von seinen Opfern ausgestattet wurde : ... you will be able to ring up total strangers with the magic ‘ Daily Excess speaking’ and be sure of a respectful hearing ; your lightest word will reverberate at provincial breakfast tables , making and unmaking governments , creating fashions in table decorations and nursery furniture , banning novels , detecting murderers , probing the innermost secrets of national life . Diese neue Macht des journalistischen Wortes lag zum einen begründet in seiner scheinbaren Verpflichtung auf wahrheitsgetreue Wiedergabe von Wirklichkeit , die dem Bedürfnis nach ordnungsschaffender Darstellung einer fortschreitend komplexer werdenden Welt entgegenkam , zum anderen wurde sie bestärkt durch die insbesondere in der Zeit nach dem Ersten Weltkrieg einsetzende Entwicklung einer wachsenden Homogenisierung und Uniformierung der englischen Gesellschaft . Dabei inszeniert er ein stetes Auseinandergleiten der beiden damit verbundenen Standpunkte ; nach anfänglich deckungsgleicher Selektion von Wirklichkeitsphänomenen ( Wiedergabe der Leibesvisitation Agatha Runcibles ; S. 34 ) wird die Manipulierbarkeit solcher Selektion zunehmend verdeutlicht ( “ Midnight Orgies at No . 10. , ” S. 59 ; Tod der Flossie Ducane , S. 76 f . ) , bis schließlich in Simon Balcairns karnevaleskem Schwanengesang ( S. 104 ff. ) die Fiktion als neues Feld der Selektion etabliert wird . Simons Tod macht Adam zum “ Mr Chatterbox . ”
199012.xml	1990	Erzählers	“ “ Der zentrale und alles dominierende Repräsentant der Vernünftigkeit findet sich im komischen Roman nicht auf der Geschichts- , sondern auf der Narrationsebene und zwar in Gestalt des überlegenen , normsetzenden Erzählers ” ” ( Dirscherl , Roman der Philosophen , S. 129 ) .	Sie ist nicht die einzige Leiche in Vile Bodies ; vor ihr versterben bereits Miss Florence Ducane durch ein Mißgeschick mit einem Kronleuchter ( S. 76 ) sowie in einer spektakulären Aktion der Klatschreporter Simon halcairn ( S. 106 ) . Vgl. hierzu bereits L. P. Hartleys Bemerkung in seiner Rezension von Vile Bodies { Saturday Review , 25. 1.1930 ) : “ “ we are dancing on a volcano , carousing on the edge of a Precipice ” ” ( Critical Heritage , S. 98 ) . Father Rothschild , dessen Koffer ja den gleichen Inhalt birgt , befindet sich dank seines Diplomatenpasses indessen längst schon auf der Weiterfahrt nach London . Zu diesem Begriff und seiner einleuchtenden weiteren , auch intertextuelle Phänomene einschließenden Festlegung siehe : Ingrid Hantsch , Semiotik des Erzählens : Studien zum satirischen Roman des 20. Jahrhunderts , Texte und Untersuchungen zur Englischen Philologie , 5 ( 1975 ) , S. 22. Dieses Gesetz stattete die Regierung mit weitgehenden Kompetenzen zur Erhaltung der öffentlichen Sicherheit aus und erhielt im Verlauf des ersten Weltkriegs immer weitere Zusätze , von denen einer maßgeblich die Zensurbestimmungen regelte ( siehe Stevenson , British Society 1914 - 45 , S. 59 f . ) .
199012.xml	1990	Erzähler	4 Bezeichnenderweise bestätigt Mrs Melrose Ape Balcairns Darstellung ( S. 109 ) , die Vom Erzähler bereits als “ Lie after monstrous lie ” ( S. 105 ) abqualifiziert worden war .	3 Für eine grundlegende theoretische Beschreibung der Inszenierung von Redevielfalt siehe Michail M. Bachtin , “ “ Das Wort im Roman , ” ” Die Ästhetik des Wortes , hrsg. Rainer Grübel ( 1979 ) , S. 154 - 300 , v. a. S. 190 ff. In seiner interessanten Auswertung der Thesen Bachtins auf den utopischen Roman zeigt Striedter , wie ein sich eigener Setzungen bewußtes , “ “ selbstkritisches ” ” Erzählen aufzudecken vermag , “ “ wie sprachliches Fingieren gesellschaftlich funktioniert und wie eine Gesellschaft utopische Prätentionen produziert und durchsetzt ” ” ( Striedter , “ “ Doppelfiktion , ” ” S. 298 ) . Dies gilt gleichermaßen für das satirische Erzählen in Vile Bodies . Zur Ununterscheidbarkeit von Fiktion und Wirklichkeit vgl. auch das zweite , dem Text vorangestellte Motto aus Carrolls Through the Looking-Glass : Ifl wasn’t real / Alice said -half laughing through her tears , it all seemed so ridiculous - 7 shouldn’t be able to cry . ’ / 7 hope you don’t suppose those are real tears ? ’ Tweedledum interrupted in a tone of great contempt ” ( S. 7 ) .
196502.xml	1965	Erzählers	Bei der Umgestaltung strebte Goethe eine stärkere Objektivierung des Erzählens , eine größere Distanzierung des Erzählers vom Erzählten an .	Doch auch hier folgt der Weg von der ersten zur zweiten Fassung einer ähnlichen Richtung wie im Falle des Jugendromans ; er erstreckt sich auf größere Partien des Werkes . Die sechs erhaltenen Bücher der Sendung entsprechen bekanntlich nur den ersten vier der Lehrjahrey / sub also der Hälfte des vollendeten Werkes . Dies geschieht auf verschiedene Weise ; es handelt sich nicht mehr um einen Künstler - oder Theaterroman , sondern um einen Bildungsroman , nicht um einen Spezialfall , sondern einen allgemeinen Fall . So wird das Theater , aber auch das aus dem Leben des Dichters gewonnene autobiographische Element weniger wichtig , dagegen ist Wilhelm mit ändern Erlebnis Sphären vertraut , sein Horizont wird weiter , offener .
196502.xml	1965	Erzählers	Dazu trägt auch die Haltung des Erzählers bei , dessen Ironie wesentlich konsequenter und bedeutsamer ist .	So wird das Theater , aber auch das aus dem Leben des Dichters gewonnene autobiographische Element weniger wichtig , dagegen ist Wilhelm mit ändern Erlebnis Sphären vertraut , sein Horizont wird weiter , offener . Dieser Wandel ist so einschneidend , daß man mit Recht von einer Veränderung der Grundstruktur sprechen kann . Auch in der Sendung fehlt es nicht an Ironie ; aber sie ist nicht deutlich von vornherein auf Kritik an Wilhelms Unklarheit und Unreife des Empfindens und Denkens angelegt . Denn gerade durch das Eingreifen des Erzählers wird der konsequent und eindeutig ironische Ton des Werkes geschaffen , ein Ton , dessen feinfühliges Wahrnehmen dank Friedrich Schlegels Athenäum- Aufsatz zur axiomatischen , wenn nicht gar zur dogmatischen Beurteilung der Lehrjahre gehört ; allerdings ist diese Ironie im einzelnen nicht immer leicht bestimmbar .
196502.xml	1965	Erzählers	Denn gerade durch das Eingreifen des Erzählers wird der konsequent und eindeutig ironische Ton des Werkes geschaffen , ein Ton , dessen feinfühliges Wahrnehmen dank Friedrich Schlegels Athenäum- Aufsatz zur axiomatischen , wenn nicht gar zur dogmatischen Beurteilung der Lehrjahre gehört ; allerdings ist diese Ironie im einzelnen nicht immer leicht bestimmbar .	Dazu trägt auch die Haltung des Erzählers bei , dessen Ironie wesentlich konsequenter und bedeutsamer ist . Auch in der Sendung fehlt es nicht an Ironie ; aber sie ist nicht deutlich von vornherein auf Kritik an Wilhelms Unklarheit und Unreife des Empfindens und Denkens angelegt . Durch diese Veränderungen werden auch die Lehrjahre » einige Stufen höher geschraubt « als die Sendung . Auch hier zeigt sich wieder , wie Goethe sich wandelte , reifte , wie diese Wandlung und Reife in der Gestaltung-Umgestaltung seines Werkes einen Nieder schlag fand .
197512.xml	1975	Erzählers	Zu dieser Problematik bei Broch vgl. die Untersuchung von Karl Menges , Zu dieser Differenzierung vgl. Arbeiten von Theodor W. Adorno : “ “ Rede über Lyrik und Gesellschaft , ” ” in Noten % ur Literatur I ( 1958 ) , S. 85 ; “ “ Standort des Erzählers im zeitgenössischen Roman , ” ” a. a. O. , S. 65 ; Mahler : Eine musikalische Physiognomik ( 1960 ) , S. 38 u. 169. Fritz , S. 62 u. 68 ; vgl. 80 u. 192 f .	Prinzipiell nicht ” ( II 99 ) . Was hier , dem Gattungscharakter der ‘ Posse’ gemäß , ins Groteske gesteigert ist , macht den Grundzug der Schminke-Figur auch im Sladek aus und entdeckt sich an der Sprache : die Lüge des “ Prinzipiellen . ” droht . Vgl. dazu die Rekapitulation bei Sontheimer , S. 308 ff. Diesen logischen Zusammenhang hat Karl Heinz Bohrer , Der Lauf des Freitag : Die lädierte Utopie und die Dichter ( 1973 ) , neu akzentuiert . Die Übertragung einer 1929 von Karl Mannheim gestellten Zeitdiagnose - “ “ Aufsaugung der Utopie ” ” -auf die aktuelle literarische Situation wird mit Hinweisen auf die Problematisierung expliziter Entwürfe von Weltveränderung begründet .
196829.xml	1968	Erzähler	Fritz Martini , Ein Manuskript Franz Kafkas : ‘ Der Dorfschullehrer5 , Jahrbuch der deutschen Schillergesellschaft : , Jg. 2 , 1958 , S. 266 - 300. Siehe zum Beispiel Friedrich Beißner , Der Erzähler Franz Kafka , Stuttgart , 1952 , S. 44 - 48. 126,23 herabbeugten ; G 92,3 und C 57,10 hinabbeugten ( K. verabschiedet sich von dem Auskunftgeber und der jungen Dame der Gerichtskanzleien , nachdem sie ihn , taumelnd und fast bewußtlos , hinaus in die frische Luft begleitet hatten .	Der Prozeß . ( Gesammelte Werke-Ausgabe ) , S. 324. ) Meines Erachtens hat es hier keinen Zweck , Angaben über diese kleinen Abweichungen zu geben ; ich bin aber natürlich jederzeit bereit , ein Gesamtverzeichnis aller in den drei Ausgaben vorkommenden Varianten jedem , dem es von Nutzen oder Interesse wäre , zur Verfügung zu stellen . Nochmals wirkt das hinab störend , denn es verursacht einen unnötigen Wechsel der Perspektive . ) S 156,5 hereintrugen ; G 112,5 und C 68,32 hineintrugen ( K. s Onkel drängte sich zwischen zwei Dienern , die Schriftstücke hereintrugen , ins Büro .
192519.xml	1925	Erzähler	Wibert ist ein großer Erzähler vor dem Herrn .	Diese Formen sind ziemlich reinlich gesondert , dem wechselnden Inhalt der drei Bücher entsprechend , aber sie selbst sind keine einfachen Stilformen , sondern komplexe Gebilde , und die Elemente , die in ihnen verbunden sind in der Weise , daß dieses oder jenes überwiegt , greifen von dem einen Teil in den ändern über , so daß sie dessen Form mitfärben : Anruf an Gott in Sündenbekenntnis und Lobpreisung , Visionen , von Gott oder „ Dämonen “ gesandt , rationale Besinnung in moralischer Kritik oder kausaler Erklärung , Studiengeschichte und Schriftenbericht , memoirenhafte oder historische Vergegenwärtigung der Umwelt oder der allgemeinen Zeitlage . Diese verschiedenartigen Elemente sind eingetragen auf einem fortlaufenden Grunde , der wie die Untermalung eines Bildes die bunten Farben trägt ; er läuft einheitlich fort , aber wiederum nicht als religiöse Stimmung eines Bekenners > ) Vgl. die Zusammenstellungen und die Urteile Uber Wiberts Sprache bei Bourgiu a. a. 0. S. XLIX. — In der Übersetzung , die unten von einigen Stücken versucht ist , kommt das nicht mit zum Ausdruck ; das Wesentliche , das dort gezeigt werden soll , ist etwas Anderes . oder als Selbstbekundung einer starken Persönlichkeit , sondern : einfach als Freude am Erzählen . Das Sehen dieses Mönches ist sinnenstark und verstandesscharf , er vergegenwärtigt das Erlebte leibhaftig , trotz der vorherrschenden Richtung auf innerliche Dinge , seine Darstellung ist reich an bezeichnendem , in die Augen springendem Detail ; während seine allgemeinen Reflexionen meist etwas Imitiertes haben , beobachtet er objektiv , überlegen , kritisch das Gebaren der Menschen in einer bestimmten Situation , und wenn die Erzählung in freien Fluß kommt , setzt sie sich ab in runden Einzelszenen von sprechender Lebendigkeit . Die Farben , die er da auf setzt , leuchten .
195101.xml	1951	Erzählers	Dieses Ziel ist noch nicht erreicht , wenn man den Wesensunterschied der dramatischen und epischen Dichtung durch die sprachliche Gestaltung : Rede ( Dialog und Monolog ) der Dichtungsgestalten oder aber Bericht eines Erzählers zu bestimmen sucht .	Der Umstand jedoch , daß es sich hier um ein ausgesprochenes Problem der Wesenserkenntnis und damit der Definition handelt , erklärt die immer erneute Bemühung , zu einer befriedigenden Formulierung des Unterschiedes dieser , der darstellenden , Dichtungsgattungen zu kommen . Ein ähnlicher Fall liegt hier vor wie in der Naturwissenschaft : die Formel für eine Struktur , eine Gesetzlichkeit wird gesucht , die zugleich prägnant und allgemein genug ist , um alle besonderen Fälle zu bestimmen , die unter ein solches Gesetz fallen . JSchon Plato und Aristoteles , die das redende Selbstauftreten der Personen alif Mimesis bezeichnen , weisen dies nicht ausschließlich dem Drama zu , sondern betrachten das Epos darum als eine Mischform , weil in ihm Bericht des Rhapsoden und Rede der Personen miteinander abwechseln . Ja , gerade die „ Objektivität “ , die man wegen des völligen Verschwindens des Erzählersubjekts gern dem Drama zuerkennt , lobt Aristoteles an Homer , weil dieser „ nach einer kürzeren Einleitung einen Mann oder eine Frau oder einen anderen Charakter auftreten und reden läßt “ .
195101.xml	1951	Erzähler	Und diese „ dramatische Objektivität “ wurde vom Naturalismus geradezu als Forderung für den Roman aufgestellt , in dem der Erzähler ganz zurücktreten und das „ Wort “ völlig seinen Gestalten „ überlassen “ müsse .	JSchon Plato und Aristoteles , die das redende Selbstauftreten der Personen alif Mimesis bezeichnen , weisen dies nicht ausschließlich dem Drama zu , sondern betrachten das Epos darum als eine Mischform , weil in ihm Bericht des Rhapsoden und Rede der Personen miteinander abwechseln . Ja , gerade die „ Objektivität “ , die man wegen des völligen Verschwindens des Erzählersubjekts gern dem Drama zuerkennt , lobt Aristoteles an Homer , weil dieser „ nach einer kürzeren Einleitung einen Mann oder eine Frau oder einen anderen Charakter auftreten und reden läßt “ . Angesichts sowohl der dichterischen Praxis wie der ästhetischen Theorien ist daher das Einteilungsschema zu eng , das J. Petersen gibt . Er stellt das Drama als dialogische Darstellung einer Handlung dem monologischen Bericht des Epos gegenüber .
195101.xml	1951	Erzähler	Die wesentlich im Berichtstil erzählte Geschichte Joseph Knechts in Hesses 'Glasperlenspiel5 ist zwar abstrakter aber nicht „ vergangener44 als die weit lebendiger veranschaulichte des biblischen Joseph in Thomas Manns Josephroman — und die Frage erhebt sich , was es denn eigentlich mit dem Charakter des Vergangenseins , und das heißt dem Präteritum der epischen Dichtung auf sich hat . jSeit Goethe hat man , so weit ich sehe , das epische Präteritum ohne weiteres dahin aufgefaßt , daß der Erzähler die Handlung als eine vergangene , ja erinnerte berichtet ] so daß also das Präteritum der Erzählung dieselbe Funktion wie das der realen ( mündlichen oder schriftlichen ) Aussage über ein reales vergangenes Ereignis hätte .	Oder genauer : es beruht auf der „ vergegenwärtigenden44 , veranschaulichenden Kunst des Dichters , in welchem Grade diese mir gegenwärtig werden . Aber auch da verhält es sich so , daß ein geringerer Grad von Veranschaulichung , etwa ein mehr ^berichtender44 als „ darstellender44 Gestaltungswille sich für den Leser nicht als ein Unterschied der Zeitform auswirkt , sondern nur als solcher der Lebendigkeit . Daß zwischen diesen beiden Prä- i \ terita aber ein phänomenologischer Unterschied besteht , ja daß [ das j i epische Präteritum überhaupt nicht die Bedeutung der Ver- jlgangenheitsaussage hat ] scheint bisher nicht scharf ins Auge gefaßt i'_ ; Auch E. Staiger stellt in ähnlichem Sinne den Vergangenheitscharakter als Kriterium des Epischen fest . „ Der Epiker gedenkt .
195101.xml	1951	Erzähler	Die in den Bomanen mitgeteilten Tatsachen sind nicht als vergangene , sondern als gegenwärtige erzählt — als gegenwärtige für den sich vorstellend in sie versenkenden Erzähler und Leser , und der Vergangenheitsmodus hat hier pur Jie Funktion , diese Tatsachen , die „ Welt “ der Erzählung als eine nichtwirkliche , fiktive und damit ausschließlich im Modus der Vorstellung existierende kenntlich zu machen .1 Er ist gewissermaßen ein Hinweis darauf , daß wir es mit einer illusionären Welt zu tun haben .	Nicht zufällig ist ein deutsches Synonym für vorstellen „ vergegenwärtigen44 und steckt die präsentische Zeitform auch im entsprechenden lateinischen repraesentare ( reprösenter ) . zu sein . Der Zeitungsbericht : , , Gestern traf der Minister A. in der Hauptstadt ein “ , die Mitteilung „ Neulich war ich im Theater “ bedeuten etwas völlig anderes als wenn ich in 'Anna Karenina 5 lese : „ Alles ging drunter und drüber im Hause Oblonsky “ oder in Fontanes 'Poggenpuhls9 : „ Die Poggenpuhls . . . wohnten seit ihrer vor sieben Jahren erfolgten Übersiedelung von Pommersch-Stargard nach Berlin in einem gerade um jene Zeit fertig gewordenen , also noch ziemlich mauerfeuchten Neubau der Groß-görschenstraße . . In dem Kapitel ‘ ‘ Die dargestellte Zeit und die Zeitperspektiven 9 seines bekannten Buches 'Das literarische Kunstwerk 9 kommt Roman Ingarden diesen Verhältnissen nahe , sieht aber m. E. nicht den entscheidenden Punkt , wenn er bemerkt , daß im literarischen Werk „ die dargestellte Gegenwart keine Vorrangstellung der echten Gegenwart der dargestellten Vergangenheit und Zukunft gegenüber hat “ . „ Infolgedessen “ , meint er , „ liegt eine gewisse Angleichung aller dargestellten Zeitmomente aneinander vor , ähnlich wie dies in bezug auf die 'schon 9 zur Vergangenheit gehörenden ehemaligen Jetztmomente auch der wirklichen Zeit gilt .
195101.xml	1951	Erzähler	Dieser Umstand tritt darum ein , weil sich der Erzähler mit dem Ichhelden identifiziert — und dies bedeutet , daß das Erzählte eben nicht als Fingiertes , sondern als Selbsterlebtes dargeboten werden soll .	Nur in einem Falle übt das Präteritum der Erzählung eine „ echte 44 Vergangenheitsfunktion aus : im Falle der Icherzählung . Denn das Ich spricht ( oder schreibt ) jetzt und hier , es berichtet von den Ereignissen , die ihm begegnet sind , als von dem Augenblick des Berichtes her vergangenen . Die Icherzählung ist , ästhetisch gesehen , daher identisch mit einem autobiographischen Werk , also einer historischen Urkunde . Der 'Werther5 , der 'Nachsommer5 , der 'Grüne Heinrich 5 sind schöne und reine Beispiele dafür .
195101.xml	1951	Erzähler	Daher eliminiert der künstlerische Zwang zur veranschaulichenden Vergegenwärtigung des Erzählten den Erzähler sogleich wieder , und die künstliche Ichperspektive verschiebt sich wieder in die natürliche Perspektive des objektiven , eine fiktive und nicht selbsterlebte Wirklichkeit entwerfenden Autors . fWeder also die Sprachformen ( Dialog und Bericht ) noch die an die vermeintlichen Zeitformen Gegenwart und Vergangenheit geknüpften als Darstellung und Bericht bezeichneten Repräsentationsformen bieten geeignete Ansätze für eine prägnante und umfassende Bestimmung der spezifisch dramatischen und epischen Gestaltungsgesetzje^ Die allgemeine Struktur der beiden Dichtungsgattungen mitsamt ihrer besonderen Problematik tritt deutlich und eindeutig erst hervor , wenn man von den Erkenntnis-modi der Wahrnehmung und Vorstellung ausgeht , f die als solche außerdichterischer ja außerästhetischer Natur dennoch ctie Struktur der darstellenden Dichtungsgattungen mitgestalten : denn darstellen meint immer Gegenständliches darstellen , das vom erkennenden Subjekt entweder in der Weise des Wahrnehmens oder des ( denkend ) Vorstellens apper-zipiert wird .	— Unechte und überflüssige Ichformen sind dagegen die meisten Rahmenerzählungen . Hier soll künstlich der Eindruck erweckt werden , daß es sich um reale vergangene Ereignisse handelt , in denen aber , wie z. B. in Storms 'Schimmelreiter5 , das erzählende Ich keine Rolle spielt und nicht selbst auftritt . Dennoch würde ohne die Existenz des Dramas auch dieser Ausgangspunkt , diese Fragestellung nicht eigentlich fruchtbar für die Wesenserkenntnis der darstellenden Gattungen werden , weil alsdann das Moment der ( sinnlichen ) Wahrnehmbarkeit entfiele . Es ist das Drama , das um seiner erkenntnistheoretisch komplizierteren Struktur willen zu dieser Fragestellung nötigt , als die einzige Dichtungsgattung , die nicht allein im Medium der Dichtung selbst , dem Medium der Vorstellung , zu ihrer ästhetischen Erfüllung kommt .
195101.xml	1951	Erzähler	Der dramatische Charakter ist eine Verengerung des wirklichen “ läßt Hofmannsthal in dem Gespräch ' Über Charaktere im Roman und Drama’ den großen Erzähler Balzac sagen .	„ Ich weiß nicht , ob das Menschen sind , die in einem Drama leben könnten . . . Lassen Sie mich Ihnen sagen , daß die Charaktere im Drama nichts anderes sind als kontrapunktische Notwendigkeiten . Aber Hofmannsthal , der selbst sein Leben lang um die Form des Dramas gerungen , wollte dieser gewiß ihre künstlerische Existenzberechtigung nicht absprechen . Wenn er dennoch je und je auf die Grenze hinwies , die dem Drama hinsichtlich der Menschengestaltung gesetzt ist , so deutet das auf die eigentümlich paradoxale Problematik hin , die das Drama gerade als die ausschließlich Gestalten gestaltende Dichtungsart in sich birgt .
195101.xml	1951	Erzähler	Bei einem Künstler des Dialogs wie etwa Fontane ( der ja in weitem Umfange der naturalistischen Roman -theorie dialogischer Dramatisierung gefolgt ist ) , kann man denn auch die Beobachtung machen , daß der interpretierend stellungnehmende Erzähler weitgehend zurücktritt und sozusagen vor seinen Lesern ein Stück menschlichen Lebens und Schicksals aufrollt , so wie es ist oder so wie es sich darstellt in einer Welt , in der Menschen zusammen leben , aber um- und voneinander so selten das Letzte wissen .	Denn ein anderes ist es , den Menschen durch seine Bede , ein anderes ihn als redenden bzw. handelnden und denkenden , ja im äußersten Sinne „ daseienden “ zu vergegenwärtigen . ! In der Tat ist denn auch der Dialog , in welchem Umfange er auch in der erzählenden Dichtung angewandt wird , als solcher kein spezifisch episches , sondern ein dramatisches Problem . So ist gerade das Gespräch , das bei Fontane die Masse des Stoffes ausmacht , das künstlerische Mittel , den zutiefst toleranten Lebenssinn des 'alles Verstehen ist alles Verzeihen , der sein Werk trägt , zum Ausdruck zu bringen . Und bezeichnend ist es hierfür , daß er sehr sparsam in der Verwendung des inneren Monologs , das heißt der Darstellung des mit sich allein befindlichen Menschen ist .
195101.xml	1951	Erzähler	Seine Funktion und sein Wesen hat jüngst W. Kayser dahin zusammengefaßt , daß „ der Standpunkt der Perspektive gleichsam in die Seele der Gestalt selber verlegt ist , der Leser fast unmittelbar an dem Innenleben teilnimmt “ und E. A uerbac h zeigt in seiner hervorragenden Analyse von Virginia Woolfs Roman 'To the lighthouse , wie , , der Schriftsteller als Erzähler von objektiven Tatsachen fast ganz zurücktritt und fast alles , was gesagt wird , als Spiegelung im Bewußtsein der Personen des Romans erscheint “ .	Wir stehen vor der Erscheinung der sogenannten „ erlebten Rede “ ; mit der wir von den „ dramatischen “ Nebenzweigen und -arten der Ich-Romane wieder zur autochthonen epischen Form zurückkehren . Eine nähere Beschreibung dieses Stilmittels , das zwar bewußt erst von der modernen Romankunst verwandt und ausgebildet worden ist , aber , wie nachgewiesen ist , schon in der mittelalterlichen und der Renaissance-Epik auftritt , erübrigt sich angesichts der lebhaften ( vor allem von romanistischer Seite ) geführten Diskussion darüber . Hier seien nur noch einige Bemerkungen hinzugefügt , die diese Erzählform in ihrer spezifisch epischen Bedeutung und Punktion zu erhellen versuchen wollen . Denn es gilt ja auch von einer Ich-Porm wie 'Fräulein Else5 , daß^lles was geschieht und gesagt wird , als Spiegelung im Bewußtsein der Person erscheint ! und die spezifische Form der Subjektivierung , der Hindurchleitung des Geschehens durch das Bewußtsein einer oder mehrerer Personen , wie sie die „ erlebte Rede “ darstellt , ist damit noch nicht erfaßt .
