Unnamed: 0.1	Unnamed: 0	idx	path	token	sentence	context	label_fold1	confidence_fold1	label_fold2	confidence_fold2	label_fold3	confidence_fold3	label_fold4	confidence_fold4	label_fold5	confidence_fold5	label_fold6	confidence_fold6	label_fold7	confidence_fold7	label_fold8	confidence_fold8	label_fold9	confidence_fold9	label_fold10	confidence_fold10	majority_label_1	majority_count_1	label_distribution_counts_1	majority_label_2	majority_count_2	label_distribution_counts_2	majority_label_3	majority_count_3	label_distribution_counts_3	majority_label_4	majority_count_4	label_distribution_counts_4	majority_label_5	majority_count_5	label_distribution_counts_5	majority_label_6	majority_count_6	label_distribution_counts_6	majority_label_7	majority_count_7	label_distribution_counts_7	majority_label_8	majority_count_8	label_distribution_counts_8	majority_label_9	majority_count_9	label_distribution_counts_9	majority_label_10	majority_count_10	label_distribution_counts_10
3960	3526	427894	3.0/1964/06/05/zu-empfehlen.xml.xml	erzähler	ES GEFÄLLT, weil es den weithin unbekannten oder zumindest verkannten Verfasser des „Nürnberger Trichters“, den Stifter und Vorsitzenden des „Löblichen Hirten- und Blumenordens an der Pegnitz“ und Autor der „Frauenzimmer-Gesprechspiele“ hier als einen jedem literarischen Provinzialismus abgeneigten vitalen und humorvollen Erzähler zeigt, der sich um die deutsche Literatur nicht nur als Sprachreiniger und Poetologe verdient gemacht hat, sondern der auch den Deutschen die Novelle als literarische Gattung zuführte.a.	['FÜR Freunde literarischer Raritäten, insbesondere für Liebhaber der deutschen Barockliteratur – Georg Philipp Harsdörffer: „Jämmerliche Mord-Geschichten“, herausgegeben und mit einem Nachwort von Hubert Gersch; Luchterhand Verlag, Neuwied; 115 S., 14,80 DM.', 'ES ENTHÄLT eine Auswahl teils von Harsdörffer übersetzter, teils nacherzählter Novellen französischer, spanischer und italienischer Herkunft, illustriert von Günther Stiller.', 'ES GEFÄLLT, weil es den weithin unbekannten oder zumindest verkannten Verfasser des „Nürnberger Trichters“, den Stifter und Vorsitzenden des „Löblichen Hirten- und Blumenordens an der Pegnitz“ und Autor der „Frauenzimmer-Gesprechspiele“ hier als einen jedem literarischen Provinzialismus abgeneigten vitalen und humorvollen Erzähler zeigt, der sich um die deutsche Literatur nicht nur als Sprachreiniger und Poetologe verdient gemacht hat, sondern der auch den Deutschen die Novelle als literarische Gattung zuführte.a.', 'e.']	b	0.9996178	b	0.99971694	b	0.99968565	b	0.85088646	b	0.9995896	b	0.998292	b	0.99945825	b	0.9957681	b	0.99968255	b	0.9993316	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3961	7106	1080025	3.0/1999/04/15/199916.roman.xml.xml.xml	erzähler	Obwohl ich weder Erzähler noch Erzählerfigur sein wollte je.	"[': (kichert mit) Ich denke, das alles ergibt\xa0...', 'Und es ergab sich.', 'Obwohl ich weder Erzähler noch Erzählerfigur sein wollte je.', ""Externer Beobachter wollte ich sein, mich belehren lassen, wie's sein könnte in der Zukunft, und daraus meine Schlüsse ziehen."", 'Außerhalb des ""Projekts"" aber habe ich mehr über ""Zukunft"" erfahren.']"	b	0.54393685	a	0.9714695	a	0.7437564	b	0.36372098	d	0.7649157	b	0.9955342	d	0.7935631	d	0.957275	b	0.97758555	b	0.9986842	b	531	{'b': 531, 'a': 174, 'd': 295}	b	507	{'b': 507, 'd': 308, 'a': 185}	b	559	{'d': 291, 'b': 559, 'a': 150}	b	607	{'b': 607, 'd': 255, 'a': 138}	b	600	{'b': 600, 'a': 130, 'd': 270}	b	628	{'b': 628, 'd': 258, 'a': 114}	b	671	{'b': 671, 'd': 231, 'a': 98}	b	683	{'b': 683, 'd': 247, 'a': 70}	b	705	{'b': 705, 'd': 219, 'a': 76}	b	722	{'d': 215, 'b': 722, 'a': 63}
3962	4172	518926	3.0/2013/05/16/surfunfall-ostsee-motorj.xml	erzähler	Fahlbusch ist ein zurückhaltender Charakter, eigentlich kein guter Erzähler.	"['Fahlbusch spricht diese Sätze als letzte in einer Reihe von Gesprächen aus.', 'Er gebiert die Worte wie eine Schwangere ein Kind: langsam, mühsam.', 'Fahlbusch ist ein zurückhaltender Charakter, eigentlich kein guter Erzähler.', 'Er ist jemand, der Ärzte ""aufsucht"" und ""Unterarmstützen"" sagt, wenn er Krücken meint.', 'Lange hat er darüber nachgedacht, ob die Öffentlichkeit seine Geschichte hören soll, hat das Für und Wider abgewogen und schließlich zugestimmt, weil er die Stille um sich herum nicht mehr erträgt: Karl Dröhmer hat sich nie bei ihm gemeldet.']"	b	0.9982699	b	0.9994165	b	0.6088933	d	0.71483433	b	0.99896204	b	0.99674207	b	0.6892721	b	0.6642814	d	0.58802235	b	0.99881697	b	807	{'b': 807, 'd': 193}	b	796	{'b': 796, 'd': 204}	b	901	{'b': 901, 'd': 99}	b	909	{'b': 909, 'd': 91}	b	940	{'b': 940, 'd': 60}	b	935	{'b': 935, 'd': 65}	b	960	{'b': 960, 'd': 40}	b	959	{'b': 959, 'd': 41}	b	979	{'b': 979, 'd': 21}	b	983	{'b': 983, 'd': 17}
3963	2167	364872	3.0/1969/03/28/london-schueler-gesucht..xml	erzähler	Ein Schauspieler, Robert Swann, taucht sogar in beiden Produktionen auf: Er spielt einen pedantischen Präfekten in „Falls“ und den Erzähler in „Vierzig Jahre später“.	['Für einen Tip, was das beste Nationalalter der Deutschen sein könnte, fühle ich mich nicht kompetent, um so sicherer bin ich mir da bei den Engländern.', '„Wann immer sich die Gelegenheit bietet“, so sagt eine Person in Alan Bennetts Stück„Forty years on“ („Vierzig Jahre später“), das zur Zeit ein Londoner Theatererfolg ist, „fallen die Engländer mit enervierender Zuverlässigkeit auf ihre Schulzeit zurück.“ Ein Fremder würde sich wahrscheinlich darüber wundern, daß sowohl „Vierzig Jahre später“ (der Titel stammt aus dem Lied derPublic School von Harrow, das Winston Churchill ein Leben lang als sein liebstes Musikstück bezeichnete) wie auch Lindsay Andersons Film „If“ („Falls“) (der bestrezensierte und meistbesuchte unter den ernst zu nehmenden englischen Filmen seit Monaten) in dieser so typisch britischen Institution spielen, der Public School.', 'Ein Schauspieler, Robert Swann, taucht sogar in beiden Produktionen auf: Er spielt einen pedantischen Präfekten in „Falls“ und den Erzähler in „Vierzig Jahre später“.', 'Große Mengen von Schülern schwirren herum, echte und falsche.', 'Die Verdienstaussichten für einen in Sachen Theater oder Film ambiotionierten Jungen sind wirklich gut in London: Wenn nicht gerade ein Musical läuft (wie zum Beispiel Lionel Barts langlebige Version von „Oliver Twist“), für das eine Kompanie Fünfzehnjähriger gebraucht wird, dann gibt es immer andere Möglichkeiten wie zum Beispiel James Hiltons Vorkriegs-Schul-Rührstück„Good bye, Mr. Chips“, das gerade auf dem Gelände der Sherborne-Schule in Dorset verfilmt wurde.']	b	0.999408	b	0.9991398	b	0.9993451	b	0.5078297	b	0.97617483	b	0.93528056	b	0.81120795	b	0.9875915	b	0.9994174	b	0.99908304	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3964	2102	361213	3.0/1998/09/03/Dolle_Typen.xml.xml	erzähler	Ein geborener Erzähler, wie ihn sich der Leser wünscht, drall und dröhnend, deftig, sozialkritisch, saftig.	"['Es herrschte der Kalte Krieg, aber bei den Killians ging es heiß her.', 'Einar Kárason, 1955 in Reykjavøk geboren, bei uns mit den beiden in Enzensbergers ""Anderer Bibliothek"" erschienenen Romanen ""Die Teufelsinsel"" (1993) und ""Die Goldinsel"" (1995) bekannt geworden, ist, in erkennbarer Laxness-Nachfolge, der erfolgreichste der jüngeren isländischen Schriftsteller.', 'Ein geborener Erzähler, wie ihn sich der Leser wünscht, drall und dröhnend, deftig, sozialkritisch, saftig.', 'Geiri, ein alter Sonderling, der auf die Hundert zugeht, betrachtet den ""Niedergang und Verfall in der Moderne"" als Ergebnis einer dem Volk aufgezwungenen ""Irrlehre des Sauberkeitswahns"".', 'Der Waschzwang habe die Isländer verweichlicht.']"	b	0.9995739	b	0.9996761	b	0.9996618	b	0.63637733	b	0.99931335	b	0.99861467	b	0.9994672	b	0.99639004	b	0.99968827	b	0.99926466	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3965	887	197793	3.0/1963/05/03/kampf-den-hartnaeckigen-.xml	erzähler	Jewtuschenko und die anderen jetzt angegriffenen begabten Erzähler und Dichter der jungen Sowjetliteratur –Wassilij Axjonow, Robert Roshdestwenskij, Andrej Wosnessenskij, Bella Achmadulina, Bulat Okudshawa – finden, wie Dichterlesungen und Auflagenhöhen deutlich offenbarten, den begeisterten Zuspruch der denkenden jungen Sowjetgeneration, während umgekehrt nur wenige literarisch interessierte Jugendliche die jetzige Verurteilung dieser Dichter aus innerer Überzeugung unterstützen dürften.	['Lediglich die folgende Zuschrift von einem gewissen Leo Bajew aus dem Leningrader Gebiet atmete einen anderen Geist: Die „Komsomolskaja Prawda“ hat diesen Leserbrief doch veröffentlicht – nicht nur um damit „Objektivität“ vorzutäuschen, sondern vor allem, um den Eindruck zu erwecken, die überwältigende Mehrzahl der jugendlichen Leser verurteile Jewtuschenko, während sich angeblich nur eine einzige Stimme zu seiner Verteidigung erhebt.', 'Die Wirklichkeit ist davon allerdings sehr weit entfernt.', 'Jewtuschenko und die anderen jetzt angegriffenen begabten Erzähler und Dichter der jungen Sowjetliteratur –Wassilij Axjonow, Robert Roshdestwenskij, Andrej Wosnessenskij, Bella Achmadulina, Bulat Okudshawa – finden, wie Dichterlesungen und Auflagenhöhen deutlich offenbarten, den begeisterten Zuspruch der denkenden jungen Sowjetgeneration, während umgekehrt nur wenige literarisch interessierte Jugendliche die jetzige Verurteilung dieser Dichter aus innerer Überzeugung unterstützen dürften.', 'Das weiß natürlich auch der Parteiapparat.', 'So greifen dann die Parteibürokraten auf die unter Stalin übliche Methode zurück, einen (natürlich bestellten) „Ideal-Arbeiter“ auftreten zu lassen.']	b	0.9995253	b	0.9996352	b	0.9996799	b	0.7293345	b	0.99957484	b	0.9981779	b	0.9994505	b	0.99714154	b	0.99968636	b	0.9986053	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3966	476	88687	3.0/2015/03/19/laszlo-krasznahorkai-erz.xml	erzählers	Dieses Frühjahr erscheint, hundert Jahre nach derTheorie des Romans,         das Buch eines ungarischen Erzählers mit stark philosophischem Einschlag, das sich liest, als seien Lukács’ Formulierungen eigens dafür erfunden worden.	"['Ihr trübes       ""inneres Licht gibt nur dem nächsten Schritt die Evidenz der Sicherheit oder – ihren Schein.', 'Von innen strahlt kein Licht mehr in die Welt der Geschehnisse und in ihre seelenfremde       Verschlungenheit.""', 'Dieses Frühjahr erscheint, hundert Jahre nach derTheorie des Romans,         das Buch eines ungarischen Erzählers mit stark philosophischem Einschlag, das sich liest, als seien Lukács’ Formulierungen eigens dafür erfunden worden.', 'László Krasznahorkais         Die Welt voran         ist ein unerhörtes Buch bedrückendster Irrfahrten.', 'Es erzählt von Menschen, die nicht wissen, wo sie sind, nicht wissen, wo sie hinwollen, -sollen oder -können, nicht mehr wissen, wozu sie sich mit alldem befassen, und schon gar nicht wissen, mit welchen Worten sie dieses Nichtwissen, Nichtkönnen, Nichtsein kundtun sollen.']"	b	0.9993524	b	0.99954826	b	0.9996805	b	0.45016864	b	0.9995365	b	0.9974281	b	0.999368	b	0.9965586	b	0.99966383	b	0.99929833	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3967	7832	1164206	3.0/1982/02/19/gebt-uns-grosse-maenner..xml	erzähler	Sein Gegenspieler, der Erzähler des Romans, ist der frühere Jesuitenzögling und Gitarrist Felipe.	['Gemeint ist Jaime Torrijos, ein fiktiver bolivianischer Diktator des neunzehnten Jahrhunderts.', 'Als Kavallerieleutnant erdolcht er den „Protektor“ Benito Ramirez und reißt die Macht an sich.', 'Sein Gegenspieler, der Erzähler des Romans, ist der frühere Jesuitenzögling und Gitarrist Felipe.', 'Seine freundschaftliche Beziehung zu Jaime hindert ihn nicht daran, Verbindung zu dessen Gegnern aufrechtzuerhalten, und auch in die Liebesgeschichten des Diktators greift er ein.', 'Jaimes Herrschaft wird durch einen Indio-Aufstand erschüttert, dessen Anstifter (Jesuiten und Freimaurer) er hart bestraft; aber das Volk hält zu ihm, obwohl er einen Krieg gegen Chile verliert.']	d	0.61070436	d	0.9982254	b	0.965194	b	0.4772425	d	0.9801222	d	0.99837637	d	0.99812573	d	0.9987226	d	0.9050975	d	0.9990121	d	798	{'d': 798, 'b': 202}	d	791	{'d': 791, 'b': 209}	d	906	{'d': 906, 'b': 94}	d	901	{'d': 901, 'b': 99}	d	945	{'d': 945, 'b': 55}	d	933	{'d': 933, 'b': 67}	d	958	{'d': 958, 'b': 42}	d	963	{'d': 963, 'b': 37}	d	982	{'d': 982, 'b': 18}	d	977	{'d': 977, 'b': 23}
3968	5799	866541	3.0/1980/12/05/riss-im-vorhang-der-gefu.xml	erzählerin	Die große Erzählerin entreißt uns unsere Illusionen und hinterläßt uns doch nicht hoffnungslos.	['Katherine Mansfield schildert immer auch das soziale Umfeld, schildert, wie Gefühle durch „Klassenunterschiede“ abgewürgt oder in einem Schein-Künstlermilieu etwa („Mariage à la mode“) vergewaltigt werden.', 'Hoffnungsvoll, weil die Sympathie der Erzählerin offensichtlich auf der Seite Mitkas und Kezias ist.', 'Die große Erzählerin entreißt uns unsere Illusionen und hinterläßt uns doch nicht hoffnungslos.', 'Mehr können Erzählungen nicht leisten.']	b	0.99062026	b	0.92380965	b	0.9995363	c	0.63863766	d	0.98036975	c	0.80642295	b	0.99902916	c	0.6381726	b	0.8603037	b	0.52051806	b	597	{'b': 597, 'c': 300, 'd': 103}	b	602	{'b': 602, 'c': 294, 'd': 104}	b	665	{'b': 665, 'd': 69, 'c': 266}	b	709	{'c': 253, 'd': 38, 'b': 709}	b	739	{'b': 739, 'c': 232, 'd': 29}	b	746	{'b': 746, 'd': 21, 'c': 233}	b	791	{'b': 791, 'c': 194, 'd': 15}	b	801	{'b': 801, 'c': 187, 'd': 12}	b	849	{'b': 849, 'c': 145, 'd': 6}	b	831	{'b': 831, 'c': 164, 'd': 5}
3969	2326	369869	3.0/1991/10/11/die-romanze-mit-dem-publ.xml	erzähler	Als nächstes werden unsere Erzähler (leider weniger die Lyriker, da sie im Ausland kaum verbreitet sind) nun beweisen müssen, daß sie nicht nur ihren Landsleuten etwas zu sagen haben, sondern auch denen, die jenseits ihrer Grenzen leben.	['Die Romanze zwischen Publikum und Romanschriftstellern ist auch heute noch voller Leidenschaft; diese Liebe wird aber zweifellos anspruchsvoller werden, was für das Wohlergehen der spanischen Literatur nur gut sein kann.', 'Solange der gesellschaftliche Erfolg der erzählenden Literatur nicht dazu führt, daß sie sich selbst auf die leichte Schulter nimmt oder in ihrer Entwicklung steckenbleibt.', 'Als nächstes werden unsere Erzähler (leider weniger die Lyriker, da sie im Ausland kaum verbreitet sind) nun beweisen müssen, daß sie nicht nur ihren Landsleuten etwas zu sagen haben, sondern auch denen, die jenseits ihrer Grenzen leben.', 'Alle machen eine neue Erfahrung: daß sie seit ein paar Jahren mit einiger Kontinuität in andere Sprachen übersetzt Werden.', 'Das ist eine Herausforderung.']	b	0.99910945	b	0.998769	b	0.9996425	b	0.7706096	b	0.99917394	b	0.9986823	b	0.99932516	b	0.99106556	b	0.99968207	b	0.99602807	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3970	5595	857271	3.0/2007/12/18/L-Kronauer.xml.xml	erzähler	Doch selbst wenn sie nur diese Vision hervorriefe, zuweilen gar um den Preis einer gewissen Künstlichkeit, würde sie damit immer noch hoch über dem Hügelrevier der Mehrheit zeitgenössischer Erzähler schweben.	['Auch Musik verbirgt sich hinter all den sorgsam arrangierten Wörtern und Sätzen, eine Art fernes Brausen, das manchmal zu bedrohlichem Donner anschwillt, manchmal in feinstes Klingen übergeht.', 'Liest man aber eine Passage, ein Kapitel von Neuem, beginnt man daran zu zweifeln, ob Kronauers Prosa wirklich solche Empfindungen auslöst oder vielmehr das Verlangen danach, die Sehnsucht nach einer Sprache, die Berge versetzt und den mehrstimmigen Tonsatz beherrscht.', 'Doch selbst wenn sie nur diese Vision hervorriefe, zuweilen gar um den Preis einer gewissen Künstlichkeit, würde sie damit immer noch hoch über dem Hügelrevier der Mehrheit zeitgenössischer Erzähler schweben.', 'Das Gebirge, das sich als Deutungsmetapher so ergiebig zeigt, ist lange schon reale Rückzugssphäre für die in Hamburg lebende Autorin und dringt als literarische Landschaft immer wieder machtvoll in ihr Œuvre ein.', 'Im neuen RomanErrötende Mörder       sind drei Binnenerzählungen von einer Rahmenhandlung umschlossen, die aus der Peripherie einer norddeutschen Großstadt in die Schweizer Alpen führt und aus einer Papierwarenhandlung ins Reich schräger Fiktionen.']	b	0.9986504	b	0.99950695	b	0.9996474	b	0.62310266	b	0.99951553	b	0.9976585	b	0.9991967	b	0.9718831	b	0.99356174	b	0.99928504	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
3971	3850	442288	3.0/2000/10/12/200042_l-pavese.xml.xml.xml	erzähler	Kurz vor der Abfahrt kam ein andrer junger Mann herein; sie sahn sich an, murrten einige Worte (in der Übersetzung von Paveses Alba ist eine freundliche, sehr charmante kleine Stadt, an deren Bahnhof auch, ebenfalls aus Turin, in seinem letzten Buch der Erzähler Paveses ankommt, zweifellos ist er es selber; er gelangt dann per Auto nach San Stefano, dort trifft er seinen Freund, Nuto, und das Buch, von einem wüsten Totschlag abgesehen, besteht in der Hauptsache darin, dass die beiden sich über die Jugendzeit, dann aber auch über spätere Tage unterhalten; sie gehn dabei durch diese unendlich schöne Gegend.	['Auf einer Bank vor dem Waggon, auf dem Bahnsteig, saß die ganze Zeit ein sehr schöner junger Mann, dunkle Sonnenbrille, Handy am Ohr, cool, stark, Typ James Dean, ein wenig verspätet vielleicht.', 'Dann stieg er ein, eine Bank vor mir; ein Freund noch, ein hübsches junges Mädchen.', 'Kurz vor der Abfahrt kam ein andrer junger Mann herein; sie sahn sich an, murrten einige Worte (in der Übersetzung von Paveses Alba ist eine freundliche, sehr charmante kleine Stadt, an deren Bahnhof auch, ebenfalls aus Turin, in seinem letzten Buch der Erzähler Paveses ankommt, zweifellos ist er es selber; er gelangt dann per Auto nach San Stefano, dort trifft er seinen Freund, Nuto, und das Buch, von einem wüsten Totschlag abgesehen, besteht in der Hauptsache darin, dass die beiden sich über die Jugendzeit, dann aber auch über spätere Tage unterhalten; sie gehn dabei durch diese unendlich schöne Gegend.', 'Pavese, so können wir den Erzähler ruhig nennen, übernachtet in seinem Geburtsort in einem Gasthaus am Dorfplatz, er erzählt, wie er von einem eisernen kleinen Balkon auf den Platz schaut.', 'Alles ist noch da, nur kann man im Gasthaus nicht mehr übernachten, es ist so etwas wie eine Bierhalle daraus geworden; wenn Markt ist, stehn die angebotenen brandneuen und gewienerten kleinen Traktoren davor für die bergigen Weingärten, beim Bier sitzen die Männer.']	d	0.9995876	d	0.999653	d	0.9994754	d	0.7487511	d	0.9994424	d	0.99916863	d	0.999652	d	0.9993381	d	0.9971866	d	0.99946874	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}	d	1000	{'d': 1000}
3972	1899	349396	3.0/1996/08/16/Das_liebe_kleine_Totenha.xml	erzählerin	Diese Kontraste ihrer Schreibweise aber bilden ziemlich genau die psychische Persönlichkeit des Mädchens ab, das die Erzählerin einmal war und an das sie sich nun viele Jahre später erinnert.	['Ungeheuerlichkeiten kommen bei ihr wie nebenbei zur Sprache.', 'Sie besitzt aber auch die Hitze der Besessenheit.', 'Diese Kontraste ihrer Schreibweise aber bilden ziemlich genau die psychische Persönlichkeit des Mädchens ab, das die Erzählerin einmal war und an das sie sich nun viele Jahre später erinnert.', 'Innerlich außer Rand und Band, äußerlich beherrscht, innerlich überhitzt, äußerlich unterkühlt, so kann man sich das Internatsgeschöpf vorstellen.', 'Sie ist zum Zeitpunkt der Erzählung fünfzehn Jahre alt und hat schon eine Reihe von Internaten durchlaufen.']	d	0.99642485	b	0.98743975	b	0.9989544	d	0.62683094	d	0.9991322	d	0.99647	b	0.9988807	d	0.9885234	b	0.995924	b	0.9979898	b	506	{'d': 494, 'b': 506}	b	514	{'d': 486, 'b': 514}	d	517	{'b': 483, 'd': 517}	b	512	{'d': 488, 'b': 512}	b	516	{'b': 516, 'd': 484}	d	522	{'b': 478, 'd': 522}	b	511	{'b': 511, 'd': 489}	b	508	{'d': 492, 'b': 508}	d	519	{'d': 519, 'b': 481}	d	520	{'b': 480, 'd': 520}
3973	2608	381272	3.0/2002/01/17/200204_invincible.xml.xm.xml	erzähler	Als Erzähler vor und hinter der Kamera überstieg seine Präsenz fast noch die Kinskis, und schon der Titel seines Filmporträts machte klar, wer hier an erster Stelle kam:Mein liebster Feind - Klaus Kinski .	"['Der verstorbene Klaus Kinski mag der Star in Werner Herzogs letztem Film gewesen sein und wohl auch der Grund, warum Herzogs neunter Dokumentarfilm in acht Jahren dem Regisseur wieder einen Kinostart und neue Aufmerksamkeit bescherte.', 'Der eigentliche Hauptdarsteller aber war Herzog selbst.', 'Als Erzähler vor und hinter der Kamera überstieg seine Präsenz fast noch die Kinskis, und schon der Titel seines Filmporträts machte klar, wer hier an erster Stelle kam:Mein liebster Feind - Klaus Kinski .', 'Werner Herzogs Selbstdarstellung handelt immer wieder von Vorsehung, Genialität und (mitunter bedrohlicher) Größe.', 'So wie ""das Schicksal"" ihn und Kinski als zwei Seiten derselben Geniemedaille zusammengeführt hat, so spürt Herzog bisweilen ""die Gnade Gottes"" über seiner Arbeit ruhen.']"	b	0.99939716	b	0.9979679	b	0.99960583	c	0.52302194	b	0.9964483	b	0.9983425	b	0.9976926	b	0.99576026	b	0.9988662	b	0.99901724	b	906	{'b': 906, 'c': 94}	b	904	{'b': 904, 'c': 96}	b	978	{'b': 978, 'c': 22}	b	976	{'b': 976, 'c': 24}	b	989	{'b': 989, 'c': 11}	b	992	{'b': 992, 'c': 8}	b	998	{'b': 998, 'c': 2}	b	994	{'b': 994, 'c': 6}	b	999	{'b': 999, 'c': 1}	b	1000	{'b': 1000}
3974	7098	1079087	3.0/1999/02/18/199908.mutterzunge_.xml..xml	erzählerin	"Nach Jahren in Berlin kann die Erzählerin ihre eigene Sprache nicht mehr schmecken, lernt schließlich Arabisch, die ""Großvaterzunge"" der Türken, um zu wissen, woher sie kommt."	"['Sprache heißt im Türkischen Zunge,dil       .', 'Mutterzunge       ist der Titel des 1990 erschienen Buches der türkischen Schriftstellerin, Schauspielerin und Regisseurin.', 'Nach Jahren in Berlin kann die Erzählerin ihre eigene Sprache nicht mehr schmecken, lernt schließlich Arabisch, die ""Großvaterzunge"" der Türken, um zu wissen, woher sie kommt.', 'Ein Stück ""neue Weltliteratur"" auf deutsch.', 'Mukherjee war es, die den Begriff desnot-quite       geprägt hat - jener wachsenden Gruppe von Menschen, die aus ihrer Kaste ausbrechen, ihr Land verlassen oder vertrieben werden; die aus der Peripherie der ehemaligen Kolonien ins Zentrum der ehemaligen Kolonialmacht ziehen - vom Hinterhof ins Vorderhaus.']"	d	0.9978515	d	0.94412774	b	0.81042945	d	0.5307205	b	0.99121326	d	0.5543026	b	0.5888968	b	0.989449	b	0.9639336	b	0.723968	b	594	{'d': 406, 'b': 594}	b	596	{'b': 596, 'd': 404}	b	636	{'d': 364, 'b': 636}	b	662	{'b': 662, 'd': 338}	b	695	{'b': 695, 'd': 305}	b	712	{'d': 288, 'b': 712}	b	712	{'d': 288, 'b': 712}	b	721	{'d': 279, 'b': 721}	b	727	{'b': 727, 'd': 273}	b	745	{'b': 745, 'd': 255}
3975	4231	585302	3.0/2013/01/31/Michael-Koehlmeier-Abent.xml	erzähler	Man kann aber nie ahnen, was sie bringen wird, der Erzähler überrascht uns jedes Mal neu.	['Das Ergebnis ist eine seltene Dreierkombination.', 'Das Buch ist einpage turner,       man ist immer auf die nächste Seite gespannt.', 'Man kann aber nie ahnen, was sie bringen wird, der Erzähler überrascht uns jedes Mal neu.', 'Und diese Überraschungen wirken nie gewollt, es gibt keine Wendung, die man ihm nicht abnimmt, auch wenn sie ins Phantasmagorische spielt.', 'Ins düster Phantasmagorische, nicht nur im russischen Kannibalenkäfig.']	b	0.991135	c	0.9994248	b	0.96163714	c	0.7051255	b	0.7571424	b	0.9976484	b	0.96826226	d	0.9147211	b	0.93208754	b	0.9912607	b	691	{'b': 691, 'c': 208, 'd': 101}	b	690	{'b': 690, 'c': 199, 'd': 111}	b	813	{'b': 813, 'c': 141, 'd': 46}	b	828	{'b': 828, 'c': 137, 'd': 35}	b	903	{'b': 903, 'd': 19, 'c': 78}	b	906	{'b': 906, 'c': 72, 'd': 22}	b	930	{'b': 930, 'c': 61, 'd': 9}	b	944	{'b': 944, 'c': 46, 'd': 10}	b	953	{'b': 953, 'c': 41, 'd': 6}	b	956	{'b': 956, 'c': 40, 'd': 4}
